연,월,도,시군구,월별 수요량
2022,06,강원,홍천군,34313
2022,06,강원,화천군,4753
2022,06,강원,횡성군,24665
2022,06,경기,가평군,34628
2022,06,경기,고양시,41706
2022,06,경기,과천시,8918
2022,06,경기,광명시,48130
2022,06,경기,광주시,20453
2022,06,경기,구리시,12875
2022,06,경기,군포시,7294
2022,06,경기,김포시,22062
2022,06,경기,남양주시,47609
2022,06,경기,동두천시,1975
2022,06,경기,부천시,49884
2022,06,경기,성남시,56625
2022,06,경기,수원시,34324
2022,06,경기,시흥시,34443
2022,06,경기,안산시,84300
2022,06,경기,안성시,42308
2022,06,경기,안양시,14450
2022,06,경기,양주시,33989
2022,06,경기,양평군,15983
2022,06,경기,여주시,47892
2022,06,경기,연천군,1198
2022,06,경기,오산시,14759
2022,06,경기,용인시,15626
2022,06,경기,의왕시,7531
2022,06,경기,의정부시,4890
2022,06,경기,이천시,26060
2022,06,경기,파주시,15045
2022,06,경기,평택시,37872
2022,06,경기,포천시,17027
2022,06,경기,하남시,83794
2022,06,경기,화성시,32091
2022,06,경남,거제시,26870
2022,06,경남,거창군,22412
2022,06,경남,고성군,12369
2022,06,경남,김해시,75953
2022,06,경남,남해군,11166
2022,06,경남,밀양시,13349
2022,06,경남,사천시,28454
2022,06,경남,산청군,13641
2022,06,경남,양산시,69854
2022,06,경남,의령군,3643
2022,06,경남,진주시,42594
2022,06,경남,창녕군,15491
2022,06,경남,창원시,71207
2022,06,경남,통영시,11996
2022,06,경남,하동군,6487
2022,06,경남,함안군,27970
2022,06,경남,함양군,18088
2022,06,경남,합천군,3973
2022,06,경북,경산시,51562
2022,06,경북,경주시,98323
2022,06,경북,고령군,17261
2022,06,경북,구미시,94850
2022,06,경북,군위군,46366
2022,06,경북,김천시,40103
2022,06,경북,문경시,45696
2022,06,경북,봉화군,11880
2022,06,경북,상주시,22098
2022,06,경북,성주군,37082
2022,06,경북,안동시,35923
2022,06,경북,영덕군,15160
2022,06,경북,영양군,5858
2022,06,경북,영주시,14858
2022,06,경북,영천시,44229
2022,06,경북,예천군,13860
2022,06,경북,울릉군,0
2022,06,경북,울진군,16746
2022,06,경북,의성군,30606
2022,06,경북,청도군,24564
2022,06,경북,청송군,18545
2022,06,경북,칠곡군,71770
2022,06,경북,포항시,74734
2022,06,광주,광산구,38639
2022,06,광주,남구,120550
2022,06,광주,동구,12252
2022,06,광주,북구,24148
2022,06,광주,서구,25904
2022,06,대구,남구,14159
2022,06,대구,달서구,62156
2022,06,대구,달성군,77380
2022,06,대구,동구,18236
2022,06,대구,북구,83634
2022,06,대구,서구,2179
2022,06,대구,수성구,268079
2022,06,대구,중구,4023
2022,06,대전,대덕구,35003
2022,06,대전,동구,16166
2022,06,대전,서구,81784
2022,06,대전,유성구,57989
2022,06,대전,중구,24202
2022,06,부산,강서구,8737
2022,06,부산,금정구,9003
2022,06,부산,기장군,48488
2022,06,부산,남구,1778
2022,06,부산,동래구,7248
2022,06,부산,부산진구,198551
2022,06,부산,북구,9653
2022,06,부산,사상구,10902
2022,06,부산,사하구,6903
2022,06,부산,수영구,8544
2022,06,부산,연제구,10811
2022,06,부산,영도구,3074
2022,06,부산,중구,8199
2022,06,부산,해운대구,8237
2022,06,서울,강남구,39929
2022,06,서울,강동구,8164
2022,06,서울,강북구,4476
2022,06,서울,강서구,14390
2022,06,서울,관악구,30339
2022,06,서울,광진구,8986
2022,06,서울,구로구,5851
2022,06,서울,금천구,12097
2022,06,서울,노원구,23535
2022,06,서울,도봉구,15222
2022,06,서울,동대문구,7369
2022,06,서울,동작구,6040
2022,06,서울,마포구,38974
2022,06,서울,서대문구,8929
2022,06,서울,서초구,24571
2022,06,서울,성동구,42831
2022,06,서울,성북구,6968
2022,06,서울,송파구,23247
2022,06,서울,양천구,36070
2022,06,서울,영등포구,42652
2022,06,서울,용산구,7547
2022,06,서울,은평구,18736
2022,06,서울,종로구,15186
2022,06,서울,중구,6773
2022,06,서울,중랑구,14206
2022,06,세종,세종시,35610
2022,06,울산,남구,51610
2022,06,울산,동구,7543
2022,06,울산,북구,23379
2022,06,울산,울주군,25229
2022,06,울산,중구,16293
2022,06,인천,강화군,6560
2022,06,인천,계양구,13191
2022,06,인천,남동구,24392
2022,06,인천,동구,2047
2022,06,인천,미추홀구,80314
2022,06,인천,부평구,21559
2022,06,인천,서구,44360
2022,06,인천,연수구,26378
2022,06,인천,옹진군,552
2022,06,인천,중구,15470
2022,06,전남,강진군,7641
2022,06,전남,고흥군,15714
2022,06,전남,곡성군,12758
2022,06,전남,광양시,36046
2022,06,전남,구례군,2479
2022,06,전남,나주시,22522
2022,06,전남,담양군,5113
2022,06,전남,목포시,16835
2022,06,전남,무안군,22593
2022,06,전남,보성군,17362
2022,06,전남,순천시,77394
2022,06,전남,신안군,3566
2022,06,전남,여수시,43870
2022,06,전남,영광군,10535
2022,06,전남,영암군,12255
2022,06,전남,완도군,7430
2022,06,전남,장성군,13237
2022,06,전남,장흥군,3346
2022,06,전남,진도군,3022
2022,06,전남,함평군,12689
2022,06,전남,해남군,7219
2022,06,전남,화순군,17772
2022,06,전북,고창군,30532
2022,06,전북,군산시,22312
2022,06,전북,김제시,22977
2022,06,전북,남원시,33706
2022,06,전북,무주군,14828
2022,06,전북,부안군,13195
2022,06,전북,순창군,15363
2022,06,전북,완주군,60858
2022,06,전북,익산시,20530
2022,06,전북,임실군,19863
2022,06,전북,장수군,9218
2022,06,전북,전주시,123663
2022,06,전북,정읍시,24806
2022,06,전북,진안군,9166
2022,06,제주,서귀포시,304771
2022,06,제주,제주시,495381
2022,06,충남,계룡시,15033
2022,06,충남,공주시,69402
2022,06,충남,금산군,13312
2022,06,충남,논산시,42799
2022,06,충남,당진시,33762
2022,06,충남,보령시,27100
2022,06,충남,부여군,20348
2022,06,충남,서산시,16000
2022,06,충남,서천군,21737
2022,06,충남,아산시,61979
2022,06,충남,예산군,40012
2022,06,충남,천안시,145846
2022,06,충남,청양군,3500
2022,06,충남,태안군,15327
2022,06,충남,홍성군,28581
2022,06,충북,괴산군,29590
2022,06,충북,단양군,23983
2022,06,충북,보은군,18041
2022,06,충북,영동군,22369
2022,06,충북,옥천군,38822
2022,06,충북,음성군,25652
2022,06,충북,제천시,12632
2022,06,충북,증평군,3560
2022,06,충북,진천군,17084
2022,06,충북,청주시,166676
2022,06,충북,충주시,65869
2022,07,강원,강릉시,28089
2022,07,강원,고성군,6318
2022,07,강원,동해시,22280
2022,07,강원,삼척시,13147
2022,07,강원,속초시,27069
2022,07,강원,양구군,10722
2022,07,강원,양양군,14806
2022,07,강원,영월군,4524
2022,07,강원,원주시,80960
2022,07,강원,인제군,31000
2022,07,강원,정선군,10436
2022,07,강원,철원군,12120
2022,07,강원,춘천시,46284
2022,07,강원,태백시,6913
2022,07,강원,평창군,31268
2022,07,강원,홍천군,35696
2022,07,강원,화천군,5245
2022,07,강원,횡성군,25855
2022,07,경기,가평군,35605
2022,07,경기,고양시,42124
2022,07,경기,과천시,9071
2022,07,경기,광명시,49480
2022,07,경기,광주시,20710
2022,07,경기,구리시,13643
2022,07,경기,군포시,7383
2022,07,경기,김포시,26426
2022,07,경기,남양주시,47154
2022,07,경기,동두천시,1956
2022,07,경기,부천시,50620
2022,07,경기,성남시,57416
2022,07,경기,수원시,34638
2022,07,경기,시흥시,35983
2022,07,경기,안산시,86641
2022,07,경기,안성시,43547
2022,07,경기,안양시,14672
2022,07,경기,양주시,33360
2022,07,경기,양평군,16942
2022,07,경기,여주시,44078
2022,07,경기,연천군,1198
2022,07,경기,오산시,15142
2022,07,경기,용인시,14079
2022,07,경기,의왕시,7525
2022,07,경기,의정부시,4898
2022,07,경기,이천시,25972
2022,07,경기,파주시,14488
2022,07,경기,평택시,38587
2022,07,경기,포천시,17369
2022,07,경기,하남시,87211
2022,07,경기,화성시,31393
2022,07,경남,거제시,25187
2022,07,경남,거창군,23267
2022,07,경남,고성군,12554
2022,07,경남,김해시,79271
2022,07,경남,남해군,11239
2022,07,경남,밀양시,13880
2022,07,경남,사천시,28882
2022,07,경남,산청군,13363
2022,07,경남,양산시,72654
2022,07,경남,의령군,3574
2022,07,경남,진주시,43111
2022,07,경남,창녕군,15558
2022,07,경남,창원시,76132
2022,07,경남,통영시,12021
2022,07,경남,하동군,6917
2022,07,경남,함안군,30282
2022,07,경남,함양군,18571
2022,07,경남,합천군,4168
2022,07,경북,경산시,51685
2022,07,경북,경주시,101543
2022,07,경북,고령군,17250
2022,07,경북,구미시,97035
2022,07,경북,군위군,48080
2022,07,경북,김천시,40946
2022,07,경북,문경시,47385
2022,07,경북,봉화군,12107
2022,07,경북,상주시,22170
2022,07,경북,성주군,37396
2022,07,경북,안동시,33729
2022,07,경북,영덕군,15522
2022,07,경북,영양군,6012
2022,07,경북,영주시,14900
2022,07,경북,영천시,44680
2022,07,경북,예천군,14648
2022,07,경북,울릉군,0
2022,07,경북,울진군,17732
2022,07,경북,의성군,31560
2022,07,경북,청도군,26345
2022,07,경북,청송군,18872
2022,07,경북,칠곡군,73882
2022,07,경북,포항시,76513
2022,07,광주,광산구,40408
2022,07,광주,남구,125090
2022,07,광주,동구,13096
2022,07,광주,북구,24174
2022,07,광주,서구,26079
2022,07,대구,남구,14439
2022,07,대구,달서구,60164
2022,07,대구,달성군,75618
2022,07,대구,동구,18381
2022,07,대구,북구,83934
2022,07,대구,서구,2097
2022,07,대구,수성구,280042
2022,07,대구,중구,3639
2022,07,대전,대덕구,35390
2022,07,대전,동구,16944
2022,07,대전,서구,84196
2022,07,대전,유성구,58361
2022,07,대전,중구,24734
2022,07,부산,강서구,9429
2022,07,부산,금정구,9041
2022,07,부산,기장군,52153
2022,07,부산,남구,1840
2022,07,부산,동래구,7519
2022,07,부산,부산진구,206340
2022,07,부산,북구,9521
2022,07,부산,사상구,11383
2022,07,부산,사하구,6914
2022,07,부산,수영구,8577
2022,07,부산,연제구,10766
2022,07,부산,영도구,3201
2022,07,부산,중구,8432
2022,07,부산,해운대구,8689
2022,07,서울,강남구,41893
2022,07,서울,강동구,8319
2022,07,서울,강북구,4459
2022,07,서울,강서구,14551
2022,07,서울,관악구,32270
2022,07,서울,광진구,9098
2022,07,서울,구로구,5959
2022,07,서울,금천구,12530
2022,07,서울,노원구,24030
2022,07,서울,도봉구,15236
2022,07,서울,동대문구,7199
2022,07,서울,동작구,6298
2022,07,서울,마포구,38763
2022,07,서울,서대문구,9006
2022,07,서울,서초구,24811
2022,07,서울,성동구,42576
2022,07,서울,성북구,7109
2022,07,서울,송파구,23770
2022,07,서울,양천구,37439
2022,07,서울,영등포구,42705
2022,07,서울,용산구,7535
2022,07,서울,은평구,19321
2022,07,서울,종로구,15504
2022,07,서울,중구,6854
2022,07,서울,중랑구,14115
2022,07,세종,세종시,36212
2022,07,울산,남구,54623
2022,07,울산,동구,7677
2022,07,울산,북구,23749
2022,07,울산,울주군,25362
2022,07,울산,중구,16617
2022,07,인천,강화군,6936
2022,07,인천,계양구,13624
2022,07,인천,남동구,23451
2022,07,인천,동구,1914
2022,07,인천,미추홀구,83542
2022,07,인천,부평구,21604
2022,07,인천,서구,42510
2022,07,인천,연수구,27145
2022,07,인천,옹진군,591
2022,07,인천,중구,15868
2022,07,전남,강진군,7778
2022,07,전남,고흥군,15858
2022,07,전남,곡성군,12144
2022,07,전남,광양시,36172
2022,07,전남,구례군,3052
2022,07,전남,나주시,23530
2022,07,전남,담양군,5183
2022,07,전남,목포시,16510
2022,07,전남,무안군,22787
2022,07,전남,보성군,16964
2022,07,전남,순천시,78378
2022,07,전남,신안군,3535
2022,07,전남,여수시,47136
2022,07,전남,영광군,10796
2022,07,전남,영암군,12562
2022,07,전남,완도군,7621
2022,07,전남,장성군,14209
2022,07,전남,장흥군,3376
2022,07,전남,진도군,3265
2022,07,전남,함평군,12994
2022,07,전남,해남군,7150
2022,07,전남,화순군,18477
2022,07,전북,고창군,31505
2022,07,전북,군산시,22649
2022,07,전북,김제시,24632
2022,07,전북,남원시,34162
2022,07,전북,무주군,15037
2022,07,전북,부안군,13638
2022,07,전북,순창군,15551
2022,07,전북,완주군,62246
2022,07,전북,익산시,21373
2022,07,전북,임실군,19267
2022,07,전북,장수군,9623
2022,07,전북,전주시,131356
2022,07,전북,정읍시,25751
2022,07,전북,진안군,9090
2022,07,제주,서귀포시,304782
2022,07,제주,제주시,489741
2022,07,충남,계룡시,15261
2022,07,충남,공주시,69292
2022,07,충남,금산군,13451
2022,07,충남,논산시,43804
2022,07,충남,당진시,34600
2022,07,충남,보령시,28260
2022,07,충남,부여군,20543
2022,07,충남,서산시,15844
2022,07,충남,서천군,23463
2022,07,충남,아산시,63081
2022,07,충남,예산군,40627
2022,07,충남,천안시,148688
2022,07,충남,청양군,3853
2022,07,충남,태안군,14570
2022,07,충남,홍성군,29535
2022,07,충북,괴산군,29158
2022,07,충북,단양군,24529
2022,07,충북,보은군,18756
2022,07,충북,영동군,23217
2022,07,충북,옥천군,40337
2022,07,충북,음성군,24951
2022,07,충북,제천시,12952
2022,07,충북,증평군,3862
2022,07,충북,진천군,17148
2022,07,충북,청주시,168085
2022,07,충북,충주시,67944
2022,08,강원,강릉시,27983
2022,08,강원,고성군,6495
2022,08,강원,동해시,25793
2022,08,강원,삼척시,13489
2022,08,강원,속초시,31117
2022,08,강원,양구군,10687
2022,08,강원,양양군,15440
2022,08,강원,영월군,4724
2022,08,강원,원주시,78720
2022,08,강원,인제군,29971
2022,08,강원,정선군,10750
2022,08,강원,철원군,12108
2022,08,강원,춘천시,48114
2022,08,강원,태백시,6789
2022,08,강원,평창군,31588
2022,08,강원,홍천군,37392
2022,08,강원,화천군,5143
2022,08,강원,횡성군,25210
2022,08,경기,가평군,34539
2022,08,경기,고양시,42746
2022,08,경기,과천시,9198
2022,08,경기,광명시,49692
2022,08,경기,광주시,20516
2022,08,경기,구리시,13761
2022,08,경기,군포시,7167
2022,08,경기,김포시,24594
2022,08,경기,남양주시,48068
2022,08,경기,동두천시,1967
2022,08,경기,부천시,51739
2022,08,경기,성남시,58841
2022,08,경기,수원시,33980
2022,08,경기,시흥시,37918
2022,08,경기,안산시,85401
2022,08,경기,안성시,43792
2022,08,경기,안양시,14354
2022,08,경기,양주시,34610
2022,08,경기,양평군,17375
2022,08,경기,여주시,42623
2022,08,경기,연천군,1235
2022,08,경기,오산시,15063
2022,08,경기,용인시,14058
2022,08,경기,의왕시,7736
2022,08,경기,의정부시,5300
2022,08,경기,이천시,27398
2022,08,경기,파주시,14345
2022,08,경기,평택시,38796
2022,08,경기,포천시,17792
2022,08,경기,하남시,85663
2022,08,경기,화성시,31173
2022,08,경남,거제시,27297
2022,08,경남,거창군,23636
2022,08,경남,고성군,12695
2022,08,경남,김해시,80159
2022,08,경남,남해군,11238
2022,08,경남,밀양시,13821
2022,08,경남,사천시,29833
2022,08,경남,산청군,14098
2022,08,경남,양산시,75549
2022,08,경남,의령군,3764
2022,08,경남,진주시,47587
2022,08,경남,창녕군,15728
2022,08,경남,창원시,75752
2022,08,경남,통영시,12292
2022,08,경남,하동군,6789
2022,08,경남,함안군,29373
2022,08,경남,함양군,18339
2022,08,경남,합천군,4023
2022,08,경북,경산시,53004
2022,08,경북,경주시,105553
2022,08,경북,고령군,17347
2022,08,경북,구미시,97667
2022,08,경북,군위군,49540
2022,08,경북,김천시,41638
2022,08,경북,문경시,48170
2022,08,경북,봉화군,12454
2022,08,경북,상주시,22318
2022,08,경북,성주군,38401
2022,08,경북,안동시,34714
2022,08,경북,영덕군,15351
2022,08,경북,영양군,6207
2022,08,경북,영주시,14647
2022,08,경북,영천시,45371
2022,08,경북,예천군,14615
2022,08,경북,울릉군,0
2022,08,경북,울진군,18909
2022,08,경북,의성군,31994
2022,08,경북,청도군,27230
2022,08,경북,청송군,20152
2022,08,경북,칠곡군,75415
2022,08,경북,포항시,73423
2022,08,광주,광산구,41565
2022,08,광주,남구,129655
2022,08,광주,동구,13432
2022,08,광주,북구,25884
2022,08,광주,서구,26097
2022,08,대구,남구,14659
2022,08,대구,달서구,61330
2022,08,대구,달성군,74933
2022,08,대구,동구,18921
2022,08,대구,북구,85862
2022,08,대구,서구,2328
2022,08,대구,수성구,291336
2022,08,대구,중구,3601
2022,08,대전,대덕구,36206
2022,08,대전,동구,17377
2022,08,대전,서구,86310
2022,08,대전,유성구,57358
2022,08,대전,중구,26250
2022,08,부산,강서구,10079
2022,08,부산,금정구,9282
2022,08,부산,기장군,52686
2022,08,부산,남구,1901
2022,08,부산,동래구,7919
2022,08,부산,부산진구,214128
2022,08,부산,북구,9354
2022,08,부산,사상구,11622
2022,08,부산,사하구,6831
2022,08,부산,수영구,8626
2022,08,부산,연제구,11133
2022,08,부산,영도구,3191
2022,08,부산,중구,8277
2022,08,부산,해운대구,8243
2022,08,서울,강남구,41154
2022,08,서울,강동구,8468
2022,08,서울,강북구,4569
2022,08,서울,강서구,14936
2022,08,서울,관악구,32012
2022,08,서울,광진구,9152
2022,08,서울,구로구,5934
2022,08,서울,금천구,12720
2022,08,서울,노원구,24794
2022,08,서울,도봉구,14685
2022,08,서울,동대문구,7402
2022,08,서울,동작구,6277
2022,08,서울,마포구,38706
2022,08,서울,서대문구,9275
2022,08,서울,서초구,25060
2022,08,서울,성동구,44967
2022,08,서울,성북구,7006
2022,08,서울,송파구,24469
2022,08,서울,양천구,38766
2022,08,서울,영등포구,43221
2022,08,서울,용산구,7833
2022,08,서울,은평구,19389
2022,08,서울,종로구,15780
2022,08,서울,중구,7165
2022,08,서울,중랑구,13817
2022,08,세종,세종시,40322
2022,08,울산,남구,57604
2022,08,울산,동구,7807
2022,08,울산,북구,24459
2022,08,울산,울주군,25142
2022,08,울산,중구,15593
2022,08,인천,강화군,7041
2022,08,인천,계양구,13869
2022,08,인천,남동구,25025
2022,08,인천,동구,1881
2022,08,인천,미추홀구,86829
2022,08,인천,부평구,21911
2022,08,인천,서구,41019
2022,08,인천,연수구,27679
2022,08,인천,옹진군,784
2022,08,인천,중구,15999
2022,08,전남,강진군,7813
2022,08,전남,고흥군,16043
2022,08,전남,곡성군,12280
2022,08,전남,광양시,36500
2022,08,전남,구례군,3056
2022,08,전남,나주시,25996
2022,08,전남,담양군,5136
2022,08,전남,목포시,16125
2022,08,전남,무안군,24098
2022,08,전남,보성군,18668
2022,08,전남,순천시,79391
2022,08,전남,신안군,3592
2022,08,전남,여수시,47672
2022,08,전남,영광군,11560
2022,08,전남,영암군,12684
2022,08,전남,완도군,8192
2022,08,전남,장성군,14191
2022,08,전남,장흥군,3442
2022,08,전남,진도군,3281
2022,08,전남,함평군,13965
2022,08,전남,해남군,7518
2022,08,전남,화순군,19270
2022,08,전북,고창군,31348
2022,08,전북,군산시,22682
2022,08,전북,김제시,25513
2022,08,전북,남원시,35134
2022,08,전북,무주군,16347
2022,08,전북,부안군,14941
2022,08,전북,순창군,15621
2022,08,전북,완주군,63384
2022,08,전북,익산시,20876
2022,08,전북,임실군,20195
2022,08,전북,장수군,9776
2022,08,전북,전주시,135858
2022,08,전북,정읍시,24382
2022,08,전북,진안군,8723
2022,08,제주,서귀포시,314810
2022,08,제주,제주시,500534
2022,08,충남,계룡시,15647
2022,08,충남,공주시,71715
2022,08,충남,금산군,13366
2022,08,충남,논산시,43976
2022,08,충남,당진시,34729
2022,08,충남,보령시,28179
2022,08,충남,부여군,21226
2022,08,충남,서산시,16297
2022,08,충남,서천군,22702
2022,08,충남,아산시,62934
2022,08,충남,예산군,40507
2022,08,충남,천안시,152801
2022,08,충남,청양군,3721
2022,08,충남,태안군,14959
2022,08,충남,홍성군,28789
2022,08,충북,괴산군,27933
2022,08,충북,단양군,25397
2022,08,충북,보은군,20392
2022,08,충북,영동군,23356
2022,08,충북,옥천군,41987
2022,08,충북,음성군,24303
2022,08,충북,제천시,13452
2022,08,충북,증평군,3780
2022,08,충북,진천군,18246
2022,08,충북,청주시,173625
2022,08,충북,충주시,69745
2022,09,강원,강릉시,26952
2022,09,강원,고성군,6622
2022,09,강원,동해시,24558
2022,09,강원,삼척시,16479
2022,09,강원,속초시,29543
2022,09,강원,양구군,10947
2022,09,강원,양양군,15529
2022,09,강원,영월군,4789
2022,09,강원,원주시,78683
2022,09,강원,인제군,30373
2022,09,강원,정선군,11641
2022,09,강원,철원군,12725
2022,09,강원,춘천시,48009
2022,09,강원,태백시,6466
2022,09,강원,평창군,32738
2022,09,강원,홍천군,37720
2022,09,강원,화천군,5044
2022,09,강원,횡성군,23243
2022,09,경기,가평군,36738
2022,09,경기,고양시,43288
2022,09,경기,과천시,9333
2022,09,경기,광명시,50872
2022,09,경기,광주시,21175
2022,09,경기,구리시,14024
2022,09,경기,군포시,7418
2022,09,경기,김포시,24991
2022,09,경기,남양주시,47556
2022,09,경기,동두천시,2107
2022,09,경기,부천시,52644
2022,09,경기,성남시,60466
2022,09,경기,수원시,33088
2022,09,경기,시흥시,37121
2022,09,경기,안산시,86944
2022,09,경기,안성시,43964
2022,09,경기,안양시,14658
2022,09,경기,양주시,36112
2022,09,경기,양평군,17578
2022,09,경기,여주시,42502
2022,09,경기,연천군,1158
2022,09,경기,오산시,15184
2022,09,경기,용인시,14742
2022,09,경기,의왕시,7354
2022,09,경기,의정부시,5807
2022,09,경기,이천시,27016
2022,09,경기,파주시,14837
2022,09,경기,평택시,40794
2022,09,경기,포천시,18172
2022,09,경기,하남시,88229
2022,09,경기,화성시,30673
2022,09,경남,거제시,26462
2022,09,경남,거창군,24189
2022,09,경남,고성군,12757
2022,09,경남,김해시,80870
2022,09,경남,남해군,11163
2022,09,경남,밀양시,14231
2022,09,경남,사천시,29606
2022,09,경남,산청군,14218
2022,09,경남,양산시,78474
2022,09,경남,의령군,3827
2022,09,경남,진주시,46466
2022,09,경남,창녕군,15965
2022,09,경남,창원시,78233
2022,09,경남,통영시,12617
2022,09,경남,하동군,6695
2022,09,경남,함안군,30105
2022,09,경남,함양군,19355
2022,09,경남,합천군,4125
2022,09,경북,경산시,54469
2022,09,경북,경주시,107311
2022,09,경북,고령군,17848
2022,09,경북,구미시,98428
2022,09,경북,군위군,49225
2022,09,경북,김천시,43011
2022,09,경북,문경시,49194
2022,09,경북,봉화군,12365
2022,09,경북,상주시,22851
2022,09,경북,성주군,39494
2022,09,경북,안동시,35577
2022,09,경북,영덕군,15933
2022,09,경북,영양군,6143
2022,09,경북,영주시,15031
2022,09,경북,영천시,46510
2022,09,경북,예천군,15021
2022,09,경북,울릉군,0
2022,09,경북,울진군,16310
2022,09,경북,의성군,32403
2022,09,경북,청도군,26902
2022,09,경북,청송군,20626
2022,09,경북,칠곡군,77160
2022,09,경북,포항시,70814
2022,09,광주,광산구,44758
2022,09,광주,남구,134256
2022,09,광주,동구,12928
2022,09,광주,북구,26426
2022,09,광주,서구,26424
2022,09,대구,남구,14733
2022,09,대구,달서구,62405
2022,09,대구,달성군,78664
2022,09,대구,동구,19582
2022,09,대구,북구,86237
2022,09,대구,서구,2080
2022,09,대구,수성구,301901
2022,09,대구,중구,3564
2022,09,대전,대덕구,37379
2022,09,대전,동구,17075
2022,09,대전,서구,87833
2022,09,대전,유성구,59415
2022,09,대전,중구,26528
2022,09,부산,강서구,10131
2022,09,부산,금정구,9471
2022,09,부산,기장군,54733
2022,09,부산,남구,1915
2022,09,부산,동래구,8084
2022,09,부산,부산진구,221916
2022,09,부산,북구,9290
2022,09,부산,사상구,11883
2022,09,부산,사하구,6929
2022,09,부산,수영구,9202
2022,09,부산,연제구,11542
2022,09,부산,영도구,3333
2022,09,부산,중구,8540
2022,09,부산,해운대구,8876
2022,09,서울,강남구,41546
2022,09,서울,강동구,8510
2022,09,서울,강북구,4637
2022,09,서울,강서구,14946
2022,09,서울,관악구,33046
2022,09,서울,광진구,9264
2022,09,서울,구로구,6042
2022,09,서울,금천구,13183
2022,09,서울,노원구,25434
2022,09,서울,도봉구,14942
2022,09,서울,동대문구,7543
2022,09,서울,동작구,6662
2022,09,서울,마포구,39431
2022,09,서울,서대문구,9318
2022,09,서울,서초구,25345
2022,09,서울,성동구,48121
2022,09,서울,성북구,7211
2022,09,서울,송파구,24339
2022,09,서울,양천구,40863
2022,09,서울,영등포구,43611
2022,09,서울,용산구,7527
2022,09,서울,은평구,19925
2022,09,서울,종로구,16339
2022,09,서울,중구,7258
2022,09,서울,중랑구,13842
2022,09,세종,세종시,42346
2022,09,울산,남구,59698
2022,09,울산,동구,7759
2022,09,울산,북구,24860
2022,09,울산,울주군,25625
2022,09,울산,중구,16203
2022,09,인천,강화군,6967
2022,09,인천,계양구,14079
2022,09,인천,남동구,26104
2022,09,인천,동구,1882
2022,09,인천,미추홀구,90063
2022,09,인천,부평구,22162
2022,09,인천,서구,41744
2022,09,인천,연수구,28764
2022,09,인천,옹진군,931
2022,09,인천,중구,16055
2022,09,전남,강진군,8040
2022,09,전남,고흥군,16508
2022,09,전남,곡성군,12568
2022,09,전남,광양시,36750
2022,09,전남,구례군,3234
2022,09,전남,나주시,26507
2022,09,전남,담양군,5215
2022,09,전남,목포시,15549
2022,09,전남,무안군,24437
2022,09,전남,보성군,17782
2022,09,전남,순천시,80454
2022,09,전남,신안군,3586
2022,09,전남,여수시,49531
2022,09,전남,영광군,11447
2022,09,전남,영암군,12761
2022,09,전남,완도군,8126
2022,09,전남,장성군,13610
2022,09,전남,장흥군,3427
2022,09,전남,진도군,3138
2022,09,전남,함평군,13942
2022,09,전남,해남군,7593
2022,09,전남,화순군,19420
2022,09,전북,고창군,32814
2022,09,전북,군산시,22622
2022,09,전북,김제시,25359
2022,09,전북,남원시,34854
2022,09,전북,무주군,15838
2022,09,전북,부안군,15039
2022,09,전북,순창군,17180
2022,09,전북,완주군,65026
2022,09,전북,익산시,21861
2022,09,전북,임실군,20237
2022,09,전북,장수군,9956
2022,09,전북,전주시,138137
2022,09,전북,정읍시,25680
2022,09,전북,진안군,9269
2022,09,제주,서귀포시,328255
2022,09,제주,제주시,518640
2022,09,충남,계룡시,15964
2022,09,충남,공주시,70755
2022,09,충남,금산군,14028
2022,09,충남,논산시,45273
2022,09,충남,당진시,34349
2022,09,충남,보령시,28582
2022,09,충남,부여군,20825
2022,09,충남,서산시,16722
2022,09,충남,서천군,23729
2022,09,충남,아산시,64011
2022,09,충남,예산군,41563
2022,09,충남,천안시,157193
2022,09,충남,청양군,3835
2022,09,충남,태안군,15273
2022,09,충남,홍성군,29529
2022,09,충북,괴산군,25133
2022,09,충북,단양군,26885
2022,09,충북,보은군,20777
2022,09,충북,영동군,24594
2022,09,충북,옥천군,41622
2022,09,충북,음성군,27134
2022,09,충북,제천시,14464
2022,09,충북,증평군,3660
2022,09,충북,진천군,18527
2022,09,충북,청주시,178896
2022,09,충북,충주시,68652
2022,10,강원,강릉시,27492
2022,10,강원,고성군,6793
2022,10,강원,동해시,24991
2022,10,강원,삼척시,17016
2022,10,강원,속초시,29354
2022,10,강원,양구군,11154
2022,10,강원,양양군,16048
2022,10,강원,영월군,4878
2022,10,강원,원주시,80712
2022,10,강원,인제군,29848
2022,10,강원,정선군,11434
2022,10,강원,철원군,13140
2022,10,강원,춘천시,47875
2022,10,강원,태백시,6546
2022,10,강원,평창군,32189
2022,10,강원,홍천군,40090
2022,10,강원,화천군,5209
2022,10,강원,횡성군,24987
2022,10,경기,가평군,38322
2022,10,경기,고양시,42579
2022,10,경기,과천시,9492
2022,10,경기,광명시,52253
2022,10,경기,광주시,23254
2022,10,경기,구리시,14106
2022,10,경기,군포시,7790
2022,10,경기,김포시,24440
2022,10,경기,남양주시,47859
2022,10,경기,동두천시,2134
2022,10,경기,부천시,53541
2022,10,경기,성남시,61316
2022,10,경기,수원시,34563
2022,10,경기,시흥시,39992
2022,10,경기,안산시,89422
2022,10,경기,안성시,45520
2022,10,경기,안양시,15666
